Search Name,School Lat,School Long
Fernvale Primary School,1.39030227963797,103.874445458032
First Toa Payoh Primary School,1.34032299499938,103.855529906182
Frontier Primary School,1.33641298743234,103.69970173931
Fuchun Primary School,1.43047990810126,103.778192944298
Fuhua Primary School,1.33659726465816,103.736089481883
Gan Eng Seng Primary School,1.28559516494962,103.815547410064
Geylang Methodist School (Primary),1.31759126757284,103.883845744916
Gongshang Primary School,1.35711606790292,103.949144797277
Greendale Primary School,1.39648195114256,103.91233462071
Greenridge Primary School,1.3858892193692,103.767794469258
Greenwood Primary School,1.43989958331782,103.804725587384
Guangyang Primary School,1.34569011530238,103.849453239895
Haig Girls’ School,1.31194344271383,103.902902557195
Henry Park Primary School,1.31667646178347,103.784296227747
Holy Innocents’ Primary School,1.36693830877349,103.894114899795
Hong Wen School,1.32175999964553,103.857628468881
Horizon Primary School,1.399550034492,103.913404855665
Hougang Primary School,1.37738245231461,103.880805274557
Huamin Primary School,1.42697284512936,103.844240226564
Innova Primary School,1.42896700684852,103.790607539185
Jiemin Primary School,1.42768847665227,103.830425490093
Jing Shan Primary School,1.37223290983498,103.852132214306
Junyuan Primary School,1.34787074766746,103.939221709073
Jurong Primary School,1.34843859698946,103.733156566858
Jurong West Primary School,1.33917519796104,103.698803732244
Juying Primary School,1.4426347903311,103.800040119743
Keming Primary School,1.34552849960874,103.756449399351
Kheng Cheng School,1.3373381935639,103.847148501824
Kong Hwa School,1.31099674009193,103.888352029067
Kranji Primary School,1.39356050497104,103.747362720939
Kuo Chuan Presbyterian Primary School,1.34978223750981,103.85452928785
Lakeside Primary School,1.33820397704287,103.718089546664
Lianhua Primary School,1.35424191127295,103.754165828711
Maha Bodhi School,1.32858023873554,103.901306904157
Maris Stella High School,1.34139473351039,103.877852484979
Marsiling Primary School,1.43383904037059,103.773643013846
Marymount Convent School,1.34036676987375,103.840021064426
Mayflower Primary School,1.37637683547682,103.843252803742
Mee Toh School,1.3946184538592,103.908589494228
Meridian Primary School,1.37552831658484,103.934889078518
Methodist Girls’ School (Primary),1.34947276268396,103.884971343143
Montfort Junior School,1.37382444075979,103.889307782925
Nan Chiau Primary School,1.39221149906592,103.891180928186
Nan Hua Primary School,1.31920159956387,103.761095065761
Nanyang Primary School,1.32084749904532,103.807750155296
Naval Base Primary School,1.41630663159387,103.838794077233
New Town Primary School,1.29964188181021,103.80010216304
Ngee Ann Primary School,1.30552505910497,103.917463017497
North Spring Primary School,1.38706146494859,103.903202683028
North View Primary School,1.42752327193727,103.848190787869
North Vista Primary School,1.38282243016299,103.895961877928
Northland Primary School,1.42096989918951,103.840928424929
Northoaks Primary School,1.45660782030102,103.814196981329
Oasis Primary School,1.40462413200793,103.911120600638
Palm View Primary School,1.38376923022123,103.891354675017
Park View Primary School,1.37738069854249,103.939541695654
Pasir Ris Primary School,1.37241870245531,103.962807212116
Paya Lebar Methodist Girls' School (Primary),1.34947276268396,103.884971343143
Pei Chun Public School,1.33737358725951,103.855585578061
Pei Hwa Presbyterian Primary School,1.33805634613048,103.776106448614
Pei Tong Primary School,1.31619786415976,103.767599818844
Peiying Primary School,1.41741627551251,103.830143209875
Pioneer Primary School,1.33902264667589,103.687769623983
Poi Ching School,1.35765122315688,103.935246477199
Princess Elizabeth Primary School,1.349203512653,103.74101964471
Punggol Cove Primary School,1.41159923273069,103.898803921164
Punggol Green Primary School,1.40187220643293,103.898801330302
Punggol Primary School,1.37820062547641,103.894667159512
Punggol View Primary School,1.40514582647962,103.905156371376
Qihua Primary School,1.44203596557592,103.788339762066
Queenstown Primary School,1.29559365009015,103.807548617332
Radin Mas Primary School,1.27495823622634,103.824188270373
Raffles Girls' Primary School,1.3294042600012,103.806442915912
Red Swastika School,1.33405659580859,103.934317528484
River Valley Primary School,1.29418347842837,103.836018941571
Riverside Primary School,1.44700426493785,103.801889031334
Rivervale Primary School,1.39340997767762,103.904559511997
Rosyth School,1.37289067499064,103.875001549174
Rulang Primary School,1.34673868889096,103.718457955487
Sembawang Primary School,1.4450737155262,103.821042374036
Seng Kang Primary School,1.38949740422462,103.899767112047
Shuqun Primary School,1.34765311431632,103.721523713379
Si Ling Primary School,1.43240935732525,103.786035065192
Singapore Chinese Girls' Primary School,1.32080725235992,103.827744749548
South View Primary School,1.38166664389749,103.746275846011
Springdale Primary School,1.39467010299293,103.889926221247
St. Andrew's Junior School,1.33140255308868,103.865117134385
St. Anthony's Canossian Primary School,1.3347253730189,103.941234868202
St. Anthony's Primary School,1.3347253730189,103.941234868202
St. Gabriel's Primary School,1.34947192653862,103.862561037707
St. Hilda's Primary School,1.34938565036336,103.937007133662
St. Joseph's Institution Junior,1.31781476118551,103.845633334522
St. Margaret's Primary School,1.32439150290682,103.881624837373
St. Stephen's School,1.31878997295135,103.917258129598
Stamford Primary School,1.4426347903311,103.800040119743
Tampines North Primary School,1.36047641484682,103.948725782833
Tampines Primary School,1.3504863946694,103.943573098509
Tanjong Katong Primary School,1.30498489044822,103.899999965407
Tao Nan School,1.2943321052493,103.849026157822
Teck Ghee Primary School,1.36558782075966,103.850957126982
Teck Whye Primary School,1.38364996834457,103.753291857016
Telok Kurau Primary School,1.33104585441349,103.910934011337
Temasek Primary School,1.31770677551333,103.945590669163
Townsville Primary School,1.36003263746623,103.853826048327
Unity Primary School,1.40285481877246,103.746822625758
Valour Primary School,1.40683570215319,103.899078139493
Waterway Primary School,1.39882800626578,103.918621581556
Wellington Primary School,1.45192019155475,103.822303719094
West Grove Primary School,1.3448790560014,103.699286360581
West Spring Primary School,1.38944145898943,103.766195711835
West View Primary School,1.3836758200336,103.760240434318
Westwood Primary School,1.34718456606375,103.70053420978
White Sands Primary School,1.36555714668553,103.960918869319
Woodgrove Primary School,1.43273620725049,103.79023031392
Woodlands Primary School,1.43658270720199,103.791791282236
Woodlands Ring Primary School,1.43495229315857,103.797435733144
Xinghua Primary School,1.35790893589535,103.890472887906
Xingnan Primary School,1.34254744877694,103.687950252103
Xinmin Primary School,1.37139548941931,103.883080767491
Xishan Primary School,1.43347186925064,103.837755319448
Yangzheng Primary School,1.34864575840923,103.868595527042
Yew Tee Primary School,1.39676600905037,103.750985967346
Yio Chu Kang Primary School,1.37793264345276,103.885643682171
Yishun Primary School,1.43338602975674,103.834087115915
Yu Neng Primary School,1.33388930344069,103.932144857355
Yuhua Primary School,1.34280230475033,103.741105772644
Yumin Primary School,1.35129177656981,103.950461927088
Zhangde Primary School,1.28421153335379,103.825951875662
Zhenghua Primary School,1.37954887512229,103.769313521752
Zhonghua Primary School,1.36020329705047,103.869762438084
Ahmad Ibrahim Secondary School,1.43605975368804,103.829718690077
Anderson Secondary School,1.37434001701177,103.851554107068
Ang Mo Kio Secondary School,1.36733710171069,103.842154973672
"Anglican High School, Singapore",1.34208237947008,103.949153919162
Anglo-Chinese School (Barker Road),1.31961649151328,103.835772689988
Anglo-Chinese School (Independent),1.30370409257783,103.780363417671
Bartley Secondary School,1.33995415587811,103.882806211705
Beatty Secondary School,1.341790284928,103.852280842345
Bedok Green Secondary School,1.33451947288431,103.935028383346
Bedok South Secondary School,1.32513655159184,103.950989139261
Bedok View Secondary School,1.32415704029686,103.943776245024
Boon Lay Secondary School,1.34272216334333,103.701891453912
Bowen Secondary School,1.37035994436209,103.877659577677
Braddell Secondary School,1.34217479932295,103.84313404727
Broadrick Secondary School,1.30705061123433,103.886917922608
Bukit Batok Secondary School,1.34849111079052,103.74087370482
Bukit Merah Secondary School,1.28569283064288,103.813438929393
Bukit Panjang Government High School,1.38224243360043,103.738361221869
Bukit View Secondary School,1.3457330554294,103.752226593984
Canberra Secondary School,1.45319086315972,103.814203583818
Catholic High School,1.3547230747166,103.844874676599
Cedar Girls' Secondary School,1.33375800216334,103.873933064886
CHIJ Katong Convent,1.30644268034894,103.917144350028
CHIJ Saint Joseph's Convent,1.39175222260369,103.902464991543
CHIJ Saint Nicholas Girls' School,1.37347687878916,103.834253269436
CHIJ Saint Theresa's Convent,1.27535177510054,103.822440701642
CHIJ Secondary (Toa Payoh),1.33246079948303,103.843271625083
The Chinese High School,1.33118107926966,103.941853465631
Christ Church Secondary School,1.42656780901455,103.793451105242
Chua Chu Kang Secondary School,1.38333422637073,103.75510327583
Chung Cheng High School (Main),1.30509154753048,103.891653229373
Chung Cheng High School (Yishun),1.41922603586175,103.837390782849
Clementi Town Secondary School,1.31553912945073,103.762020598524
Commonwealth Secondary School,1.31920395934801,103.745637393049
Compassvale Secondary School,1.39614083952009,103.899847164494
Crescent Girls' School,1.29331947077104,103.817544461755
Crest Secondary School,1.3431198045076,103.742628105304
Damai Secondary School,1.33692798510393,103.927091653438
Deyi Secondary School,1.36599702567717,103.852545772422
Dunman High School,1.29996216014962,103.88294155989
Dunman Secondary School,1.36065258337022,103.956213906966
East Spring Secondary School,1.35622508992581,103.960640700298
Edgefield Secondary School,1.40059309981824,103.902687385465
Evergreen Secondary School,1.44149131273737,103.794137756171
Fairfield Methodist School (Secondary),1.30163374395823,103.784099647149
Fajar Secondary School,1.30705061123433,103.886917922608
Fuchun Secondary School,1.43070452883799,103.777625748539
Fuhua Secondary School,1.34701408913756,103.72652089832
Gan Eng Seng School,1.28559516494962,103.815547410064
Geylang Methodist School (Secondary),1.31764900474601,103.882661129303
Greendale Secondary School,1.39696019936894,103.91170014084
Greenridge Secondary School,1.375600053443,103.763998914082
Guangyang Secondary School,1.34440856042912,103.850208933626
Hai Sing Catholic School,1.3743371707478,103.954544548905
Hillgrove Secondary School,1.35273576615912,103.752986488399
Holy Innocents' High School,1.37154508822261,103.896398814264
Hougang Secondary School,1.37764019332164,103.882533963338
Hua Yi Secondary School,1.35234365488339,103.721832320169
Hwa Chong Institution,1.3249477928719,103.805704361472
Junyuan Secondary School,1.35361315263537,103.933886165824
Jurong Secondary School,1.33002032220942,103.723952961648
Jurongville Secondary School,1.35128862770284,103.728907710089
Kranji Secondary School,1.39005109871311,103.741190664845
Kuo Chuan Presbyterian Secondary School,1.35017129930314,103.854983746416
Loyang View Secondary School,1.36658417167238,103.956944585725
Madrasah Al-Arabiah Al-Islamiah,1.33737281169535,103.85470673847
Madrasah Al-Maarif Al-Islamiah,1.33737281169535,103.85470673847
Madrasah Aljunied Al-Islamiah,1.30462600327838,103.857696995671
Manjusri Secondary School,1.32747123084846,103.901719963831
Maris Stella High School,1.34139473351039,103.877852484979
Marsiling Secondary School,1.43664424769955,103.776008090454
Mayflower Secondary School,1.36827266209722,103.835360726863
Meridian Secondary School,1.3672468492013,103.948972483629
Methodist Girls' School,1.33266213599636,103.783382114018
Montfort Secondary School,1.37396131656912,103.888928372577
Nan Chiau High School,1.38879582498399,103.890004423764
Nan Hua High School,1.30809529518605,103.768561446725
Nanyang Girls' High School,1.33058326666479,103.802420979943
Naval Base Secondary School,1.41937881620441,103.831050390247
New Town Secondary School,1.30977590011357,103.77318863421
Ngee Ann Secondary School,1.35447525755806,103.956747262496
North View Secondary School,1.341790284928,103.852280842345
Northbrooks Secondary School,1.42081285020652,103.845147332528
NUS High School of Math and Science,1.30656448055686,103.769365156929
Orchid Park Secondary School,1.41532032779634,103.837859241343
Outram Secondary School,1.28651357464735,103.837127264403
Pasir Ris Secondary School,1.35422732653396,103.948962626204
Paya Lebar Methodist Girls' School (Secondary),1.35096755912522,103.885120050588
Pei Hwa Secondary School,1.39037504993234,103.878461745339
Peirce Secondary School,1.36665944653812,103.83021606804
Pioneer Secondary School,1.30705061123433,103.886917922608
Presbyterian High School,1.38201194250223,103.843149382823
Queenstown Secondary School,1.29352126774652,103.813190980055
Queensway Secondary School,1.30022271592188,103.802207291625
Raffles Girls' School (Secondary),1.34217479932295,103.84313404727
Raffles Institution,1.34618775847486,103.845875110532
River Valley High School,1.34407801149725,103.709022156436
Riverside Secondary School,1.44110157139127,103.78830823641
Saint Andrew's Secondary School,1.33069360968075,103.866249138562
Saint Anthony's Canossian Secondary School,1.33466313498855,103.941977166932
St. Gabriel's Secondary School,1.34648798732177,103.876094163287
St. Hilda's Secondary School,1.34973922385379,103.937608032148
Saint Joseph's Institution,1.29725759853987,103.851023580389
Saint Margaret's Secondary School,1.32006821363359,103.80995114006
Saint Patrick's School,1.30788341871801,103.917638193713
San Yu Adventist School,1.32184139875532,103.841042842978
School of Science and Technology,1.31292810600277,103.774011529322
Sembawang Secondary School,1.44531502131387,103.816843258118
Sengkang Secondary School,1.38652129134849,103.898365549236
Serangoon Garden Secondary School,1.36932570490947,103.869270301476
Serangoon Secondary School,1.37465538827443,103.902138740699
Singapore Chinese Girls' School,1.30239915719716,103.839055904985
Singapore Sports School,1.42641140556342,103.789444793951
SJI International School,1.35074297502508,103.858620146674
Springfield Secondary School,1.34957303471476,103.930354460693
Swiss Cottage Secondary School,1.36471742697475,103.750396136688
Tampines Secondary School,1.34926094811197,103.944263709507
Tanglin Secondary School,1.30705061123433,103.886917922608
Tanjong Katong Girls' School,1.30821274627283,103.895820094229
Tanjong Katong Secondary School,1.30873515955341,103.897225196199
Teck Whye Secondary School,1.38333422637073,103.75510327583
Temasek Secondary School,1.31591673150616,103.947564112022
Tiong Bahru Secondary School,1.28569283064288,103.813438929393
Victoria School,1.30830803913148,103.928197539607
West Spring Secondary School,1.38782283303782,103.760128840155
Westwood Secondary School,1.35373698510994,103.701772102139
Whampoa Secondary School,1.30705061123433,103.886917922608
Whitley Secondary School,1.35505208480649,103.842552378136
Xinmin Secondary School,1.37255884700002,103.88305161385
Yio Chu Kang Secondary School,1.37797597740925,103.84213696352
Yishun Secondary School,1.42813324276086,103.828764316679
Yishun Town Secondary School,1.43232156717386,103.838094226361
Yuan Ching Secondary School,1.34200635764467,103.72089870437
Yuhua Secondary School,1.34718626876968,103.722687235839
Yusof Ishak Secondary School,1.40693702458178,103.896275149571
Yuying Secondary School,1.35713595302467,103.890194755287
Zhenghua Secondary School,1.38836583415352,103.765510638527
Zhonghua Secondary School,1.34840720846208,103.869430481414
Anderson Serangoon Junior College,1.36504342002442,103.887038809373
Anglo-Chinese Junior College,1.30304255193392,103.785358436408
Catholic Junior College,1.32455605783219,103.835028842353
Dunman High School,1.29996216014962,103.88294155989
Eunoia Junior College,1.36213757156174,103.84128616885
Hwa Chong Institution,1.3249477928719,103.805704361472
Jurong Pioneer Junior College,1.38437406410733,103.75437461519
Millennia Institute,1.35031939200985,103.741593577684
Nanyang Junior College,1.35028314949236,103.866498721912
National Junior College,1.33029291072172,103.804110905425
NUS High School of Mathematics and Science,1.30656448055686,103.769365156929
Raffles Institution,1.34618775847486,103.845875110532
River Valley High School,1.34407801149725,103.709022156436
School of the Arts,1.29656831288548,103.814257803885
Singapore Sports School,1.42641140556342,103.789444793951
Saint Andrew’s Junior College,1.32455605783219,103.835028842353
Saint Joseph’s Institution,1.29725759853987,103.851023580389
Tampines Meridian Junior College,1.37633346909682,103.936990723441
Temasek Junior College,1.35728017255861,103.956185936394
Victoria Junior College,1.30670174177479,103.919982704149
Yishun Innova Junior College,1.42426692572335,103.83003171149
Nanyang Polytechnic,1.3778190310896,103.848423445403
Ngee Ann Polytechnic,1.33248057179977,103.773305880529
Republic Polytechnic,1.44496816514049,103.785362406892
Singapore Polytechnic,1.31103899283956,103.776795818359
Temasek Polytechnic,1.34793948355502,103.928839980306
